finding_id,investigation_id,severity,category,description,confidence_score,status,created_at,validated_at
FND-003852,INV-00222,CRITICAL,VENDOR_RISK,Payment issued to VND-VND-04408 rated LOW risk. Active contract CON-104474 in place. Enhanced due diligence not documented.,0.82,FALSE_POSITIVE,2023-08-15,2023-08-26
FND-003853,INV-00165,MEDIUM,MISSING_RECEIPT,"Employee EMP-92248 submitted 3 claims totalling $6,984 without receipts in the review period.",0.652,VALIDATED,2021-06-08,2021-06-22
FND-003854,INV-00315,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 443 days.,0.539,OPEN,2022-08-08,2022-08-14
FND-003855,INV-00136,LOW,APPROVAL_LIMIT,"Payment of $48,574 approved at Level 3, which has a limit of $25,000. Transaction exceeded limit by $39,951.",0.383,VALIDATED,2022-04-07,2022-04-15
FND-003856,INV-00386,LOW,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0002 requires receipts for all claims above $100.,0.562,ESCALATED,2024-05-05,2024-06-02
FND-003857,INV-00383,MEDIUM,FRAUD_PATTERN,Transaction routed through 4 intermediate accounts before reaching final beneficiary. Unusual for CASH_OUT transaction type.,0.439,ESCALATED,2023-07-08,2023-08-05
FND-003858,INV-00420,LOW,APPROVAL_LIMIT,"Approval granted by EMP-21509 who was not authorised to approve amounts above $25,000. Transaction value: $333,911.",0.614,OPEN,2023-09-09,2023-09-12
FND-003859,INV-00117,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-59314 who was not authorised to approve amounts above $5,000. Transaction value: $56,175.",0.48,RESOLVED,2024-04-06,2024-04-25
FND-003860,INV-00447,HIGH,EXPIRED_COMPLIANCE,Compliance record CMP-107718 for vendor JadeCore Solutions Holdings was in EXPIRED status at time of payment processing.,0.836,OPEN,2024-02-24,2024-03-20
FND-003861,INV-00309,MEDIUM,FRAUD_PATTERN,"Round-number transaction of $403,905 processed at 01:32 — outside standard business hours. Flagged by anomaly detection.",0.505,RESOLVED,2023-08-17,
FND-003862,INV-00475,LOW,VENDOR_RISK,Payment issued to VND-VND-01021 rated LOW risk. Active contract CON-107944 in place. Enhanced due diligence not documented.,0.343,FALSE_POSITIVE,2021-06-17,2021-07-16
FND-003863,INV-00367,MEDIUM,APPROVAL_LIMIT,"Payment of $260,459 approved at Level 1, which has a limit of $100,000. Transaction exceeded limit by $13,560.",0.731,OPEN,2021-11-26,
FND-003864,INV-00137,HIGH,APPROVAL_LIMIT,"Approval granted by EMP-16153 who was not authorised to approve amounts above $5,000. Transaction value: $321,756.",0.827,RESOLVED,2023-11-03,
FND-003865,INV-00185,MEDIUM,MISSING_RECEIPT,Expense claim EXP-150171 submitted for Travel without an attached supporting receipt.,0.569,OPEN,2022-06-04,2022-06-20
FND-003866,INV-00354,HIGH,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 304 days.,0.799,VALIDATED,2022-09-13,2022-09-25
FND-003867,INV-00131,HIGH,POLICY_BREACH,"Claim EXP-180370 violates Policy POL-0020 section 4.2: Consulting expenditure capped at $5,000 per event.",0.822,VALIDATED,2022-06-23,
FND-003868,INV-00182,MEDIUM,FRAUD_PATTERN,Employee EMP-49441 submitted 7 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.664,ESCALATED,2022-07-04,
FND-003869,INV-00044,LOW,POLICY_BREACH,Employee submitted Travel claim 20% above the authorised policy limit without prior exception approval.,0.448,VALIDATED,2022-03-25,2022-04-05
FND-003870,INV-00163,MEDIUM,POLICY_BREACH,"Claim EXP-125347 violates Policy POL-0011 section 4.2: Training expenditure capped at $100,000 per event.",0.628,VALIDATED,2023-09-27,
FND-003871,INV-00444,HIGH,EXPIRED_COMPLIANCE,Compliance record CMP-105827 for vendor LatticeCore Partners was in EXPIRED status at time of payment processing.,0.791,VALIDATED,2024-04-03,2024-05-02
FND-003872,INV-00421,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 69% below the required threshold.,0.357,VALIDATED,2022-03-02,2022-03-09
FND-003873,INV-00214,MEDIUM,APPROVAL_LIMIT,"Payment of $214,199 approved at Level 2, which has a limit of $100,000. Transaction exceeded limit by $9,237.",0.731,RESOLVED,2021-11-26,2021-12-19
FND-003874,INV-00500,HIGH,EXPIRED_COMPLIANCE,"Vendor VND-VND-01832 received payment of $142,504 on 2022-10-16. Compliance certificate expired on 2021-02-11 — 476 days prior.",0.856,RESOLVED,2021-07-17,
FND-003875,INV-00153,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-00858 received payment of $281,407 via contract CON-108663 that was not updated following blacklisting.",0.522,OPEN,2021-06-21,2021-07-03
FND-003876,INV-00233,CRITICAL,APPROVAL_LIMIT,"Approval granted by EMP-53725 who was not authorised to approve amounts above $500,000. Transaction value: $116,248.",0.989,OPEN,2023-04-16,
FND-003877,INV-00352,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0014 requires receipts for all claims above $50.,0.665,VALIDATED,2024-05-28,2024-06-07
FND-003878,INV-00336,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0013 requires receipts for all claims above $50.,0.718,RESOLVED,2021-08-29,2021-09-11
FND-003879,INV-00312,HIGH,FRAUD_PATTERN,Employee EMP-45326 submitted 5 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.618,OPEN,2022-09-17,2022-10-07
FND-003880,INV-00365,HIGH,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 86 days.,0.605,OPEN,2021-06-24,
FND-003881,INV-00483,HIGH,MISSING_RECEIPT,Expense claim EXP-109282 submitted for Accommodation without an attached supporting receipt.,0.841,OPEN,2022-08-11,2022-09-02
FND-003882,INV-00317,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-02370 rated MEDIUM risk. Active contract CON-107983 in place. Enhanced due diligence not documented.,0.593,VALIDATED,2024-06-20,2024-07-12
FND-003883,INV-00229,MEDIUM,FRAUD_PATTERN,Transaction routed through 6 intermediate accounts before reaching final beneficiary. Unusual for PAYMENT transaction type.,0.408,RESOLVED,2022-04-26,
FND-003884,INV-00313,HIGH,MISSING_RECEIPT,"Employee EMP-21037 submitted 7 claims totalling $12,962 without receipts in the review period.",0.843,FALSE_POSITIVE,2022-05-15,
FND-003885,INV-00291,LOW,POLICY_BREACH,Employee submitted Accommodation claim 51% above the authorised policy limit without prior exception approval.,0.6,VALIDATED,2023-12-27,2024-01-18
FND-003886,INV-00412,LOW,APPROVAL_LIMIT,"Payment of $83,854 approved at Level 1, which has a limit of $5,000. Transaction exceeded limit by $3,096.",0.255,OPEN,2024-10-07,2024-10-31
FND-003887,INV-00345,LOW,POLICY_BREACH,Employee submitted Consulting claim 52% above the authorised policy limit without prior exception approval.,0.593,RESOLVED,2022-05-25,2022-06-09
FND-003888,INV-00374,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-01827 rated LOW risk. Active contract CON-104415 in place. Enhanced due diligence not documented.,0.604,VALIDATED,2021-12-07,2021-12-13
FND-003889,INV-00351,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0016 requires receipts for all claims above $200.,0.701,OPEN,2022-01-02,2022-01-09
FND-003890,INV-00308,MEDIUM,MISSING_RECEIPT,Expense claim EXP-199981 submitted for Equipment without an attached supporting receipt.,0.458,FALSE_POSITIVE,2022-08-27,2022-09-26
FND-003891,INV-00415,HIGH,FRAUD_PATTERN,"Round-number transaction of $450,242 processed at 05:09 — outside standard business hours. Flagged by anomaly detection.",0.678,VALIDATED,2024-07-13,
FND-003892,INV-00383,CRITICAL,APPROVAL_LIMIT,"Approval granted by EMP-41768 who was not authorised to approve amounts above $100,000. Transaction value: $56,606.",0.837,VALIDATED,2021-08-19,
FND-003893,INV-00051,HIGH,POLICY_BREACH,"Expense claim of $45,615 for Training exceeds the policy maximum of $5,000. Overage: $20,325.",0.722,OPEN,2021-06-04,2021-07-01
FND-003894,INV-00227,HIGH,FRAUD_PATTERN,Transaction routed through 4 intermediate accounts before reaching final beneficiary. Unusual for CASH_OUT transaction type.,0.797,OPEN,2022-08-13,2022-09-02
FND-003895,INV-00076,MEDIUM,APPROVAL_LIMIT,"Payment of $12,817 approved at Level 2, which has a limit of $5,000. Transaction exceeded limit by $36,535.",0.533,RESOLVED,2022-07-30,2022-08-20
FND-003896,INV-00280,LOW,MISSING_RECEIPT,"Employee EMP-32725 submitted 2 claims totalling $3,511 without receipts in the review period.",0.399,RESOLVED,2021-10-24,2021-11-07
FND-003897,INV-00401,LOW,EXPIRED_COMPLIANCE,Compliance record CMP-102526 for vendor PrimeAxis Corp was in EXPIRED status at time of payment processing.,0.554,RESOLVED,2021-12-07,2021-12-29
FND-003898,INV-00426,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $244,912 was approved at L3 without L5 countersignature.",0.645,OPEN,2022-11-15,2022-12-04
FND-003899,INV-00134,LOW,VENDOR_RISK,"BLACKLISTED vendor VND-VND-01767 received payment of $322,816 via contract CON-102204 that was not updated following blacklisting.",0.46,RESOLVED,2023-01-22,2023-02-11
FND-003900,INV-00104,LOW,EXPIRED_COMPLIANCE,Compliance record CMP-104351 for vendor XcelPath Networks Ltd was in EXPIRED status at time of payment processing.,0.313,VALIDATED,2024-01-23,
FND-003901,INV-00278,HIGH,VENDOR_RISK,"High-risk vendor MeridianTech Holdings has no compliance record on file. Payment of $329,764 released without compliance clearance.",0.673,OPEN,2021-11-21,2021-11-24
FND-003902,INV-00402,HIGH,MISSING_RECEIPT,"Reimbursement of $73,906 for Accommodation was approved despite no receipt documentation in the system.",0.609,ESCALATED,2022-09-29,2022-10-18
FND-003903,INV-00322,MEDIUM,MISSING_RECEIPT,"Reimbursement of $183,329 for Marketing was approved despite no receipt documentation in the system.",0.66,VALIDATED,2022-07-22,2022-08-18
FND-003904,INV-00090,MEDIUM,POLICY_BREACH,"Entertainment expense of $49,660 submitted by EMP-88233 exceeds monthly policy allowance of $500,000.",0.51,VALIDATED,2021-10-20,2021-10-23
FND-003905,INV-00445,MEDIUM,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 31% below the required threshold.,0.442,OPEN,2023-12-18,2023-12-20
FND-003906,INV-00346,MEDIUM,POLICY_BREACH,Employee submitted Accommodation claim 32% above the authorised policy limit without prior exception approval.,0.441,OPEN,2022-04-11,2022-04-20
FND-003907,INV-00403,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 296 days.,0.425,FALSE_POSITIVE,2024-11-29,2024-12-14
FND-003908,INV-00069,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $498,622 was approved at L2 without L5 countersignature.",0.473,OPEN,2021-12-28,2022-01-06
FND-003909,INV-00038,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-28158 who was not authorised to approve amounts above $500,000. Transaction value: $48,380.",0.543,ESCALATED,2022-03-15,2022-03-30
FND-003910,INV-00227,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0003 requires receipts for all claims above $100.,0.72,VALIDATED,2021-08-21,
FND-003911,INV-00418,LOW,EXPIRED_COMPLIANCE,Compliance record CMP-105875 for vendor Alpha_Inc Group was in EXPIRED status at time of payment processing.,0.335,VALIDATED,2022-12-31,2023-01-22
FND-003912,INV-00069,LOW,MISSING_RECEIPT,"Employee EMP-92950 submitted 5 claims totalling $19,976 without receipts in the review period.",0.482,VALIDATED,2023-06-20,2023-06-27
FND-003913,INV-00256,LOW,APPROVAL_LIMIT,"Approval granted by EMP-63768 who was not authorised to approve amounts above $500,000. Transaction value: $252,114.",0.215,RESOLVED,2024-03-18,2024-04-13
FND-003914,INV-00091,CRITICAL,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 209 days.,0.947,RESOLVED,2022-05-21,2022-06-06
FND-003915,INV-00133,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-04773 rated MEDIUM risk. Active contract CON-102691 in place. Enhanced due diligence not documented.,0.717,OPEN,2021-12-19,
FND-003916,INV-00172,HIGH,POLICY_BREACH,"Expense claim of $255,123 for Entertainment exceeds the policy maximum of $500,000. Overage: $20,327.",0.785,VALIDATED,2024-01-02,
FND-003917,INV-00364,CRITICAL,EXPIRED_COMPLIANCE,Compliance record CMP-106004 for vendor KryptonPath Ltd Inc was in EXPIRED status at time of payment processing.,0.882,RESOLVED,2024-10-12,2024-11-09
FND-003918,INV-00011,LOW,FRAUD_PATTERN,Employee EMP-72617 submitted 2 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.556,VALIDATED,2024-06-05,2024-06-22
FND-003919,INV-00017,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $345,684 released to Acuity Systems International whose ISO 27001 compliance expired 372 days before payment date.",0.433,ESCALATED,2024-11-02,
FND-003920,INV-00011,MEDIUM,MISSING_RECEIPT,"Employee EMP-54308 submitted 7 claims totalling $17,727 without receipts in the review period.",0.746,FALSE_POSITIVE,2023-01-14,2023-01-15
FND-003921,INV-00226,LOW,FRAUD_PATTERN,Transaction routed through 4 intermediate accounts before reaching final beneficiary. Unusual for CASH_OUT transaction type.,0.581,RESOLVED,2023-03-15,
FND-003922,INV-00078,HIGH,EXPIRED_COMPLIANCE,Compliance record CMP-106299 for vendor MeridianTech Inc was in EXPIRED status at time of payment processing.,0.867,OPEN,2023-07-30,2023-08-22
FND-003923,INV-00285,MEDIUM,VENDOR_RISK,"High-risk vendor LatticeCore Partners International has no compliance record on file. Payment of $96,266 released without compliance clearance.",0.737,VALIDATED,2024-03-02,2024-03-28
FND-003924,INV-00230,LOW,VENDOR_RISK,"Vendor NexPoint Analytics Ltd holds CRITICAL risk rating. 8 payments totalling $8,487 processed in the audit period.",0.488,OPEN,2022-10-01,2022-10-12
FND-003925,INV-00025,LOW,POLICY_BREACH,"Claim EXP-186689 violates Policy POL-0016 section 4.2: Marketing expenditure capped at $25,000 per event.",0.343,ESCALATED,2024-02-03,2024-02-08
FND-003926,INV-00438,CRITICAL,APPROVAL_LIMIT,"Approval granted by EMP-96967 who was not authorised to approve amounts above $500,000. Transaction value: $56,879.",0.98,OPEN,2023-06-18,2023-06-27
FND-003927,INV-00250,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-27026 who was not authorised to approve amounts above $100,000. Transaction value: $183,980.",0.723,ESCALATED,2024-03-25,2024-04-07
FND-003928,INV-00368,MEDIUM,APPROVAL_LIMIT,"Payment of $1,676 approved at Level 1, which has a limit of $25,000. Transaction exceeded limit by $24,807.",0.569,RESOLVED,2022-01-27,2022-02-12
FND-003929,INV-00365,MEDIUM,APPROVAL_LIMIT,"Payment of $176,937 approved at Level 1, which has a limit of $5,000. Transaction exceeded limit by $36,916.",0.681,OPEN,2024-02-22,
FND-003930,INV-00301,LOW,POLICY_BREACH,"Expense claim of $218,511 for Accommodation exceeds the policy maximum of $100,000. Overage: $549.",0.498,OPEN,2022-07-04,
FND-003931,INV-00071,LOW,FRAUD_PATTERN,"Round-number transaction of $152,863 processed at 01:44 — outside standard business hours. Flagged by anomaly detection.",0.591,RESOLVED,2022-06-06,2022-06-10
FND-003932,INV-00048,MEDIUM,APPROVAL_LIMIT,"Payment of $178,745 approved at Level 1, which has a limit of $25,000. Transaction exceeded limit by $16,359.",0.448,ESCALATED,2021-09-30,
FND-003933,INV-00208,HIGH,VENDOR_RISK,"High-risk vendor JadeCore Solutions Inc has no compliance record on file. Payment of $232,588 released without compliance clearance.",0.666,OPEN,2023-08-11,2023-08-29
FND-003934,INV-00062,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-01673 rated HIGH risk. Active contract CON-100056 in place. Enhanced due diligence not documented.,0.515,RESOLVED,2023-10-27,2023-10-29
FND-003935,INV-00176,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-03395 received payment of $180,063 via contract CON-109562 that was not updated following blacklisting.",0.61,VALIDATED,2021-10-13,
FND-003936,INV-00135,LOW,MISSING_RECEIPT,Expense claim EXP-171000 submitted for Software without an attached supporting receipt.,0.587,VALIDATED,2023-11-16,
FND-003937,INV-00394,MEDIUM,MISSING_RECEIPT,Expense claim EXP-184858 submitted for Software without an attached supporting receipt.,0.491,VALIDATED,2024-09-18,2024-09-20
FND-003938,INV-00172,HIGH,VENDOR_RISK,"High-risk vendor VertiLink Distributors Inc has no compliance record on file. Payment of $70,181 released without compliance clearance.",0.63,RESOLVED,2024-06-16,2024-06-28
FND-003939,INV-00196,HIGH,FRAUD_PATTERN,Transaction routed through 8 intermediate accounts before reaching final beneficiary. Unusual for PAYMENT transaction type.,0.895,RESOLVED,2023-06-09,2023-06-20
FND-003940,INV-00024,HIGH,FRAUD_PATTERN,"Split payment pattern detected: 5 transactions to same beneficiary totalling $9,913 — each below approval threshold of $100,000.",0.885,OPEN,2024-10-24,2024-11-23
FND-003941,INV-00147,LOW,VENDOR_RISK,"BLACKLISTED vendor VND-VND-02327 received payment of $397,606 via contract CON-105929 that was not updated following blacklisting.",0.611,RESOLVED,2022-07-27,2022-07-29
FND-003942,INV-00445,LOW,VENDOR_RISK,Payment issued to VND-VND-00094 rated LOW risk. Active contract CON-104580 in place. Enhanced due diligence not documented.,0.615,OPEN,2023-03-06,2023-03-23
FND-003943,INV-00375,CRITICAL,EXPIRED_COMPLIANCE,"Payment of $342,835 released to TrueNorth Services LLC whose ISO 27001 compliance expired 291 days before payment date.",0.958,RESOLVED,2024-04-21,2024-04-24
FND-003944,INV-00228,HIGH,POLICY_BREACH,"Expense claim of $123,180 for Meals exceeds the policy maximum of $100,000. Overage: $44,785.",0.761,FALSE_POSITIVE,2022-04-13,
FND-003945,INV-00273,HIGH,APPROVAL_LIMIT,"Payment of $482,707 approved at Level 2, which has a limit of $5,000. Transaction exceeded limit by $12,228.",0.749,RESOLVED,2023-01-12,2023-01-14
FND-003946,INV-00030,MEDIUM,MISSING_RECEIPT,"Employee EMP-45005 submitted 3 claims totalling $19,421 without receipts in the review period.",0.571,RESOLVED,2023-04-11,2023-05-09
FND-003947,INV-00088,LOW,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 346 days.,0.437,VALIDATED,2021-08-17,2021-08-30
FND-003948,INV-00382,MEDIUM,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 13% below the required threshold.,0.464,VALIDATED,2024-08-31,
FND-003949,INV-00325,LOW,EXPIRED_COMPLIANCE,"Payment of $443,749 released to KryptonPath Ltd whose GDPR compliance expired 504 days before payment date.",0.422,OPEN,2023-08-02,2023-08-15
FND-003950,INV-00146,LOW,POLICY_BREACH,Employee submitted Travel claim 23% above the authorised policy limit without prior exception approval.,0.321,VALIDATED,2021-07-09,2021-07-16
FND-003951,INV-00413,CRITICAL,EXPIRED_COMPLIANCE,Compliance record CMP-102924 for vendor Gamma_Co was in EXPIRED status at time of payment processing.,0.889,RESOLVED,2021-11-27,2021-12-12
FND-003952,INV-00183,MEDIUM,EXPIRED_COMPLIANCE,Compliance record CMP-102497 for vendor SkyBridge Logistics LLC was in EXPIRED status at time of payment processing.,0.66,OPEN,2022-06-25,2022-06-29
FND-003953,INV-00130,CRITICAL,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0014 requires receipts for all claims above $200.,0.828,RESOLVED,2024-02-29,
FND-003954,INV-00155,MEDIUM,APPROVAL_LIMIT,"Payment of $422,533 approved at Level 3, which has a limit of $500,000. Transaction exceeded limit by $19,291.",0.586,RESOLVED,2021-06-24,2021-07-16
FND-003955,INV-00195,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0019 requires receipts for all claims above $100.,0.502,RESOLVED,2022-08-12,2022-08-23
FND-003956,INV-00182,LOW,POLICY_BREACH,"Expense claim of $367,147 for Equipment exceeds the policy maximum of $5,000. Overage: $6,586.",0.299,VALIDATED,2024-12-20,2025-01-18
FND-003957,INV-00137,MEDIUM,APPROVAL_LIMIT,"Payment of $198,291 approved at Level 2, which has a limit of $100,000. Transaction exceeded limit by $47,867.",0.605,OPEN,2022-01-07,2022-01-26
FND-003958,INV-00363,LOW,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 323 days.,0.492,VALIDATED,2022-10-03,2022-10-08
FND-003959,INV-00145,MEDIUM,FRAUD_PATTERN,Employee EMP-18352 submitted 4 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.579,OPEN,2024-12-14,2024-12-22
FND-003960,INV-00125,LOW,EXPIRED_COMPLIANCE,"Vendor VND-VND-00960 received payment of $252,752 on 2023-05-01. Compliance certificate expired on 2022-09-16 — 436 days prior.",0.436,VALIDATED,2021-07-07,2021-07-31
FND-003961,INV-00076,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $128,753 was approved at L3 without L3 countersignature.",0.535,OPEN,2022-10-20,2022-10-23
FND-003962,INV-00228,CRITICAL,VENDOR_RISK,"High-risk vendor Apex Solutions Holdings has no compliance record on file. Payment of $477,147 released without compliance clearance.",0.879,OPEN,2023-02-28,2023-03-13
FND-003963,INV-00269,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 238 days.,0.644,VALIDATED,2024-03-25,
FND-003964,INV-00275,MEDIUM,FRAUD_PATTERN,Transaction routed through 4 intermediate accounts before reaching final beneficiary. Unusual for TRANSFER transaction type.,0.569,ESCALATED,2023-02-28,2023-03-09
FND-003965,INV-00471,CRITICAL,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 483 days.,0.768,RESOLVED,2022-01-16,2022-01-29
FND-003966,INV-00251,HIGH,FRAUD_PATTERN,Transaction routed through 6 intermediate accounts before reaching final beneficiary. Unusual for TRANSFER transaction type.,0.844,OPEN,2023-03-30,
FND-003967,INV-00291,CRITICAL,POLICY_BREACH,"Entertainment expense of $111,436 submitted by EMP-52002 exceeds monthly policy allowance of $25,000.",0.893,VALIDATED,2024-04-01,2024-04-29
FND-003968,INV-00065,CRITICAL,MISSING_RECEIPT,"Reimbursement of $370,771 for Meals was approved despite no receipt documentation in the system.",0.786,OPEN,2021-08-03,2021-09-02
FND-003969,INV-00469,CRITICAL,VENDOR_RISK,"BLACKLISTED vendor VND-VND-03886 received payment of $477,129 via contract CON-105687 that was not updated following blacklisting.",0.771,RESOLVED,2024-11-28,2024-12-13
FND-003970,INV-00356,HIGH,EXPIRED_COMPLIANCE,"Payment of $387,640 released to Apex Solutions whose PCI-DSS compliance expired 64 days before payment date.",0.735,OPEN,2023-03-21,2023-03-27
FND-003971,INV-00364,CRITICAL,VENDOR_RISK,"BLACKLISTED vendor VND-VND-03135 received payment of $469,847 via contract CON-105327 that was not updated following blacklisting.",0.759,ESCALATED,2021-10-05,2021-10-25
FND-003972,INV-00439,MEDIUM,APPROVAL_LIMIT,"Payment of $399,543 approved at Level 2, which has a limit of $5,000. Transaction exceeded limit by $45,014.",0.695,RESOLVED,2023-07-12,
FND-003973,INV-00443,MEDIUM,FRAUD_PATTERN,Employee EMP-73414 submitted 2 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.674,RESOLVED,2022-09-27,
FND-003974,INV-00093,MEDIUM,MISSING_RECEIPT,"Reimbursement of $53,860 for Training was approved despite no receipt documentation in the system.",0.431,VALIDATED,2022-02-24,2022-03-19
FND-003975,INV-00039,LOW,FRAUD_PATTERN,Transaction routed through 4 intermediate accounts before reaching final beneficiary. Unusual for PAYMENT transaction type.,0.214,FALSE_POSITIVE,2024-11-07,2024-11-27
FND-003976,INV-00246,MEDIUM,MISSING_RECEIPT,"Reimbursement of $54,782 for Accommodation was approved despite no receipt documentation in the system.",0.741,OPEN,2024-10-30,
FND-003977,INV-00133,HIGH,POLICY_BREACH,"Expense claim of $318,199 for Accommodation exceeds the policy maximum of $100,000. Overage: $40,492.",0.717,RESOLVED,2021-12-02,2021-12-13
FND-003978,INV-00387,LOW,MISSING_RECEIPT,"Employee EMP-64068 submitted 8 claims totalling $2,003 without receipts in the review period.",0.612,RESOLVED,2022-03-02,
FND-003979,INV-00455,MEDIUM,VENDOR_RISK,"Vendor RedPoint Consulting International holds CRITICAL risk rating. 8 payments totalling $13,916 processed in the audit period.",0.514,VALIDATED,2022-09-03,2022-09-10
FND-003980,INV-00464,MEDIUM,EXPIRED_COMPLIANCE,"Vendor VND-VND-00425 received payment of $66,184 on 2022-01-06. Compliance certificate expired on 2020-05-12 — 279 days prior.",0.522,VALIDATED,2022-07-26,2022-08-05
FND-003981,INV-00240,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0006 requires receipts for all claims above $50.,0.495,OPEN,2021-06-04,
FND-003982,INV-00356,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-04510 received payment of $312,509 via contract CON-108644 that was not updated following blacklisting.",0.518,ESCALATED,2024-11-15,2024-11-23
FND-003983,INV-00072,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $415,257 was approved at L2 without L3 countersignature.",0.472,VALIDATED,2023-10-27,
FND-003984,INV-00104,CRITICAL,VENDOR_RISK,"Vendor KryptonPath Ltd Group holds CRITICAL risk rating. 4 payments totalling $13,607 processed in the audit period.",0.972,RESOLVED,2024-03-09,2024-03-13
FND-003985,INV-00287,MEDIUM,APPROVAL_LIMIT,"Payment of $264,988 approved at Level 3, which has a limit of $5,000. Transaction exceeded limit by $32,852.",0.448,VALIDATED,2021-07-08,
FND-003986,INV-00108,HIGH,VENDOR_RISK,"Vendor LatticeCore Partners Holdings holds CRITICAL risk rating. 8 payments totalling $13,018 processed in the audit period.",0.659,RESOLVED,2024-08-22,2024-09-05
FND-003987,INV-00461,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 62 days.,0.607,OPEN,2024-03-13,
FND-003988,INV-00259,LOW,MISSING_RECEIPT,"Reimbursement of $241,201 for Entertainment was approved despite no receipt documentation in the system.",0.627,VALIDATED,2022-04-21,2022-05-01
FND-003989,INV-00483,LOW,VENDOR_RISK,"High-risk vendor XpressCore Dynamics Ltd has no compliance record on file. Payment of $131,601 released without compliance clearance.",0.25,FALSE_POSITIVE,2023-08-31,2023-09-29
FND-003990,INV-00275,LOW,VENDOR_RISK,"Vendor DeltaPath Logistics LLC holds CRITICAL risk rating. 5 payments totalling $13,695 processed in the audit period.",0.535,VALIDATED,2022-12-21,
FND-003991,INV-00262,HIGH,MISSING_RECEIPT,"Employee EMP-31314 submitted 4 claims totalling $8,828 without receipts in the review period.",0.776,FALSE_POSITIVE,2024-01-13,2024-02-10
FND-003992,INV-00130,LOW,VENDOR_RISK,"Vendor Acuity Systems Inc holds CRITICAL risk rating. 8 payments totalling $13,355 processed in the audit period.",0.589,VALIDATED,2024-11-19,2024-11-20
FND-003993,INV-00409,CRITICAL,MISSING_RECEIPT,Expense claim EXP-152792 submitted for Training without an attached supporting receipt.,0.787,OPEN,2022-11-01,2022-11-14
FND-003994,INV-00171,MEDIUM,VENDOR_RISK,Vendor SkyBridge Logistics holds CRITICAL risk rating. 8 payments totalling $703 processed in the audit period.,0.744,RESOLVED,2024-05-21,2024-05-25
FND-003995,INV-00077,MEDIUM,EXPIRED_COMPLIANCE,Compliance record CMP-100414 for vendor ZenithBridge Corp International was in EXPIRED status at time of payment processing.,0.553,ESCALATED,2022-01-12,2022-01-14
FND-003996,INV-00398,MEDIUM,APPROVAL_LIMIT,"Payment of $163,633 approved at Level 3, which has a limit of $25,000. Transaction exceeded limit by $1,902.",0.745,VALIDATED,2024-05-06,2024-06-03
