compliance_id,vendor_id,framework,status,assessment_date,expiry_date,assessed_by,findings_summary,document_ref
CMP-013540,VND-03035,SOC 2 Type II,COMPLIANT,2021-08-26,2023-04-17,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-CC2882
CMP-013541,VND-04095,GDPR,COMPLIANT,2021-01-18,2022-12-31,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-WZ5508
CMP-013542,VND-00691,SOC 2 Type II,COMPLIANT,2022-10-12,2024-09-22,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-SR9187
CMP-013543,VND-03543,SOC 2 Type II,COMPLIANT,2021-11-24,2022-08-20,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-LA5946
CMP-013544,VND-03697,SOX,COMPLIANT,2024-04-25,2025-05-18,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-GB1322
CMP-013545,VND-00963,ISO 27001,COMPLIANT,2019-04-06,2020-12-04,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-RJ8280
CMP-013546,VND-00677,ISO 27001,COMPLIANT,2022-10-19,2023-05-18,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-EP1621
CMP-013547,VND-00065,SOX,COMPLIANT,2022-06-29,2024-03-08,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-EP0027
CMP-013548,VND-03440,ISO 9001,COMPLIANT,2022-09-10,2024-07-14,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-PI4625
CMP-013549,VND-04445,HIPAA,COMPLIANT,2023-04-15,2024-08-10,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-BV4436
CMP-013550,VND-01906,ISO 27001,COMPLIANT,2020-04-12,2020-12-19,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-AW2041
CMP-013551,VND-00904,SOC 2 Type II,COMPLIANT,2023-07-04,2024-08-07,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-OP2680
CMP-013552,VND-03082,CIS Controls,COMPLIANT,2023-07-18,2024-06-02,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-WC0769
CMP-013553,VND-01950,SOC 2 Type II,COMPLIANT,2020-04-09,2021-02-08,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-TP0872
CMP-013554,VND-04064,ISO 9001,PENDING,2023-12-08,2024-06-20,Webster Butler,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-EI3951
CMP-013555,VND-01849,GDPR,EXPIRED,2022-04-12,2021-03-14,Peter Monroe,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-NE8014
CMP-013556,VND-04718,GDPR,COMPLIANT,2022-07-18,2023-01-23,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-GH2228
CMP-013557,VND-00239,GDPR,COMPLIANT,2023-07-02,2024-12-14,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-ST9826
CMP-013558,VND-00867,ISO 27001,COMPLIANT,2020-06-07,2021-04-09,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-BJ2582
CMP-013559,VND-04508,GDPR,COMPLIANT,2020-07-19,2021-05-15,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-MM4486
CMP-013560,VND-02010,ISO 27001,COMPLIANT,2019-10-16,2020-12-01,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-UY8771
CMP-013561,VND-01540,SOX,COMPLIANT,2022-07-23,2024-04-30,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-HH5100
CMP-013562,VND-04531,SOC 2 Type II,COMPLIANT,2019-12-04,2020-07-10,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-ES0356
CMP-013563,VND-04445,GDPR,COMPLIANT,2020-12-23,2022-10-30,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-RB2152
CMP-013564,VND-00477,GDPR,COMPLIANT,2020-04-15,2022-01-11,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-WI9383
CMP-013565,VND-04568,ISO 27001,COMPLIANT,2020-04-09,2021-01-02,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-CF7561
CMP-013566,VND-01830,ISO 27001,EXPIRED,2020-10-15,2021-09-16,Webster Butler,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-SY3979
CMP-013567,VND-03430,SOC 2 Type II,NON_COMPLIANT,2023-12-23,2024-09-16,Brian Champaigne,Vendor failed data encryption requirements under framework section 7.2.,COMP-DOC-AR7277
CMP-013568,VND-02523,GDPR,COMPLIANT,2020-03-25,2021-01-08,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-JW1256
CMP-013569,VND-04009,CIS Controls,COMPLIANT,2021-01-12,2021-09-16,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-EM4878
CMP-013570,VND-04622,SOC 2 Type II,COMPLIANT,2023-01-03,2024-05-01,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-KZ9357
CMP-013571,VND-04115,HIPAA,COMPLIANT,2022-11-04,2023-08-23,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-ZA5637
CMP-013572,VND-01534,SOX,COMPLIANT,2022-10-16,2023-08-24,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-HK0825
CMP-013573,VND-01124,SOC 2 Type II,EXPIRED,2019-01-09,2022-02-16,EY Compliance,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-ZL3819
CMP-013574,VND-04330,SOC 2 Type II,COMPLIANT,2023-10-13,2025-01-06,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-WX6336
CMP-013575,VND-02398,HIPAA,COMPLIANT,2021-02-06,2021-12-04,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-DC3847
CMP-013576,VND-03797,ISO 9001,PENDING,2020-07-13,2021-09-25,Brannon Miller,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-NS3362
CMP-013577,VND-00529,GDPR,COMPLIANT,2022-12-21,2024-10-15,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-MB2528
CMP-013578,VND-04468,CIS Controls,COMPLIANT,2024-05-06,2025-10-14,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-CU6064
CMP-013579,VND-02937,SOC 2 Type II,COMPLIANT,2021-02-16,2021-09-28,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-RW5325
CMP-013580,VND-01592,SOC 2 Type II,COMPLIANT,2019-05-29,2020-09-19,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-SB7382
CMP-013581,VND-02606,SOC 2 Type II,COMPLIANT,2019-05-07,2020-12-01,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-VL7936
CMP-013582,VND-00508,SOC 2 Type II,COMPLIANT,2020-12-12,2022-08-14,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-IS8998
CMP-013583,VND-02212,SOC 2 Type II,COMPLIANT,2022-04-28,2023-06-28,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-WL5505
CMP-013584,VND-03572,GDPR,COMPLIANT,2022-02-16,2023-02-25,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-PF2063
CMP-013585,VND-00276,ISO 27001,COMPLIANT,2024-03-24,2026-02-17,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-HB0679
CMP-013586,VND-01556,PCI-DSS,COMPLIANT,2021-03-23,2022-07-12,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-UZ4285
CMP-013587,VND-01429,PCI-DSS,COMPLIANT,2020-06-25,2022-06-08,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-MT7987
CMP-013588,VND-00131,NIST CSF,COMPLIANT,2021-05-31,2023-05-10,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-WJ2162
CMP-013589,VND-00068,CIS Controls,COMPLIANT,2022-01-09,2023-09-18,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-IQ2308
CMP-013590,VND-03496,ISO 27001,EXPIRED,2021-11-19,2021-03-17,Lynn Daneault,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-NJ0355
CMP-013591,VND-03825,GDPR,COMPLIANT,2023-09-10,2024-10-04,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-XK8714
CMP-013592,VND-00178,GDPR,COMPLIANT,2020-03-22,2021-07-13,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-UZ1923
CMP-013593,VND-01693,HIPAA,COMPLIANT,2021-04-13,2022-03-19,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-ZD6466
CMP-013594,VND-00171,ISO 27001,PENDING,2019-03-17,2021-01-10,KPMG Assurance,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-QV4589
CMP-013595,VND-00332,ISO 9001,COMPLIANT,2024-03-27,2025-10-21,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-UU3284
CMP-013596,VND-02857,PCI-DSS,COMPLIANT,2019-06-29,2020-10-20,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-ZZ3578
CMP-013597,VND-00739,ISO 27001,COMPLIANT,2021-02-23,2022-04-12,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-XS8471
CMP-013598,VND-00720,CMMC,COMPLIANT,2023-10-01,2024-08-13,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-FA4159
CMP-013599,VND-00835,ISO 9001,COMPLIANT,2023-04-03,2023-12-15,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-TW5413
CMP-013600,VND-02275,ISO 27001,COMPLIANT,2023-06-01,2024-02-26,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-PO3045
CMP-013601,VND-04362,CMMC,COMPLIANT,2022-09-29,2024-01-01,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-TX3566
CMP-013602,VND-01216,GDPR,COMPLIANT,2023-05-28,2024-03-04,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-WW7262
CMP-013603,VND-00803,SOC 2 Type II,COMPLIANT,2021-08-19,2022-06-01,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-IV6265
CMP-013604,VND-02916,GDPR,PENDING,2019-05-24,2020-11-09,Debra Houlihan,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-ZQ9625
CMP-013605,VND-03457,ISO 27001,NON_COMPLIANT,2022-04-04,2021-07-08,Webster Butler,Vendor failed data encryption requirements under framework section 7.2.,COMP-DOC-JU0810
CMP-013606,VND-03058,SOX,PENDING,2021-12-27,2023-08-13,Peter Monroe,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-AT7880
CMP-013607,VND-03560,HIPAA,EXPIRED,2020-09-16,2022-05-05,Grant Thornton,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-LM5988
CMP-013608,VND-04967,NIST CSF,COMPLIANT,2023-06-19,2025-05-31,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-ZE4199
CMP-013609,VND-02951,SOC 2 Type II,COMPLIANT,2019-08-12,2020-07-06,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-PI7644
CMP-013610,VND-02202,SOC 2 Type II,PENDING,2020-04-17,2022-04-09,John Smith,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-UJ9076
CMP-013611,VND-00457,SOC 2 Type II,COMPLIANT,2022-12-24,2023-06-24,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-LG2448
CMP-013612,VND-00142,GDPR,PENDING,2019-02-07,2020-09-17,BDO Risk Services,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-JY7749
CMP-013613,VND-04418,ISO 27001,PENDING,2021-06-20,2021-12-20,BDO Risk Services,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-DZ5485
CMP-013614,VND-02910,ISO 27001,COMPLIANT,2019-03-09,2019-10-15,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-SB7814
CMP-013615,VND-04331,NIST CSF,COMPLIANT,2022-08-14,2024-01-10,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-ZL4945
CMP-013616,VND-01210,ISO 27001,COMPLIANT,2024-02-25,2025-12-09,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-PW9248
CMP-013617,VND-04750,PCI-DSS,COMPLIANT,2023-10-20,2025-10-16,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-FW9106
CMP-013618,VND-00241,ISO 9001,COMPLIANT,2022-05-17,2023-10-07,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-ZY3433
CMP-013619,VND-01033,ISO 9001,EXPIRED,2020-11-08,2022-03-02,RSM Risk Advisory,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-UU7128
CMP-013620,VND-03408,HIPAA,COMPLIANT,2023-06-18,2024-01-14,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-KE8107
CMP-013621,VND-00289,SOC 2 Type II,COMPLIANT,2019-12-21,2021-10-11,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-IT0848
CMP-013622,VND-00913,GDPR,COMPLIANT,2022-02-22,2023-09-03,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-YR1794
CMP-013623,VND-02380,GDPR,COMPLIANT,2019-11-15,2021-10-09,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-YZ5225
CMP-013624,VND-04814,ISO 9001,COMPLIANT,2022-08-25,2024-03-13,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-RN2952
CMP-013625,VND-01387,SOC 2 Type II,COMPLIANT,2021-03-30,2022-01-04,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-WF0530
CMP-013626,VND-01844,GDPR,COMPLIANT,2022-01-17,2023-08-23,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-GF3270
CMP-013627,VND-01576,ISO 27001,NON_COMPLIANT,2022-03-15,2023-10-01,EY Compliance,Third-party sub-processor agreements not in place as required.,COMP-DOC-ZJ2546
CMP-013628,VND-00823,CIS Controls,COMPLIANT,2019-12-05,2021-07-24,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-GY2308
CMP-013629,VND-00378,ISO 9001,COMPLIANT,2021-12-13,2023-12-02,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-KV1589
CMP-013630,VND-04102,ISO 9001,COMPLIANT,2021-02-16,2021-10-31,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-MM0713
CMP-013631,VND-04626,SOC 2 Type II,PENDING,2019-01-24,2019-08-05,Ketsia Liebig,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-UI9597
CMP-013632,VND-01981,ISO 27001,COMPLIANT,2022-03-02,2023-06-29,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-YX3579
CMP-013633,VND-04193,HIPAA,COMPLIANT,2024-03-19,2025-06-14,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-MF9314
CMP-013634,VND-00444,ISO 27001,COMPLIANT,2020-08-17,2021-10-13,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-WP7077
CMP-013635,VND-03985,SOC 2 Type II,PENDING,2024-04-12,2024-12-13,Kelley Spirea,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-OY7409
CMP-013636,VND-03926,ISO 27001,COMPLIANT,2020-09-02,2022-08-23,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-CE0242
CMP-013637,VND-02818,ISO 9001,COMPLIANT,2023-06-19,2024-08-20,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-IU1970
CMP-013638,VND-02339,GDPR,COMPLIANT,2021-04-01,2022-05-17,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-TC6236
CMP-013639,VND-02832,ISO 27001,COMPLIANT,2021-02-26,2021-10-18,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-NB6386
CMP-013640,VND-03042,SOX,COMPLIANT,2023-06-25,2024-09-13,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-EC0574
CMP-013641,VND-00350,ISO 27001,PENDING,2021-08-15,2023-07-07,Janet King,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-PF7670
CMP-013642,VND-04093,GDPR,COMPLIANT,2021-11-12,2022-10-04,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-HF0051
CMP-013643,VND-03914,SOC 2 Type II,COMPLIANT,2023-01-20,2024-12-07,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-XG2776
CMP-013644,VND-01672,ISO 27001,NON_COMPLIANT,2019-06-04,2020-06-18,Grant Thornton,Critical control gap identified in access management procedures.,COMP-DOC-JL3867
CMP-013645,VND-02401,CMMC,COMPLIANT,2023-09-07,2024-09-12,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-JB3835
CMP-013646,VND-01815,ISO 9001,COMPLIANT,2020-05-21,2022-02-09,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-YI5581
CMP-013647,VND-01372,ISO 9001,NON_COMPLIANT,2022-09-01,2023-03-04,Grant Thornton,Vendor failed data encryption requirements under framework section 7.2.,COMP-DOC-TV8485
CMP-013648,VND-01540,GDPR,COMPLIANT,2021-11-28,2023-08-08,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-XT0563
CMP-013649,VND-04732,ISO 27001,COMPLIANT,2023-08-15,2024-10-22,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-HC3067
CMP-013650,VND-00607,ISO 27001,COMPLIANT,2023-05-03,2024-11-10,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-EB3841
CMP-013651,VND-02184,SOC 2 Type II,PENDING,2019-05-26,2021-02-07,Kissy Sullivan,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-LR7342
CMP-013652,VND-03872,CIS Controls,COMPLIANT,2021-02-03,2022-09-15,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-FH6411
CMP-013653,VND-02069,SOC 2 Type II,COMPLIANT,2020-05-19,2021-06-29,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-ZN3938
CMP-013654,VND-02477,NIST CSF,COMPLIANT,2019-04-22,2020-02-22,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-IV0858
CMP-013655,VND-04963,SOX,NON_COMPLIANT,2023-11-26,2024-06-03,Grant Thornton,Insufficient audit trail documentation for transaction processing.,COMP-DOC-HJ5929
CMP-013656,VND-02352,ISO 27001,PENDING,2020-09-03,2021-12-15,Alex Sweetwater,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-HE8122
CMP-013657,VND-03261,ISO 27001,COMPLIANT,2022-07-24,2024-04-12,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-QN6182
CMP-013658,VND-03051,SOC 2 Type II,COMPLIANT,2021-09-07,2022-10-21,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-QH3294
CMP-013659,VND-04493,PCI-DSS,EXPIRED,2019-05-02,2021-08-06,Alex Sweetwater,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-SA9460
CMP-013660,VND-00719,ISO 27001,PENDING,2021-03-11,2022-01-29,Eric Dougall,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-HW7851
CMP-013661,VND-00745,GDPR,COMPLIANT,2019-02-07,2020-03-02,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-XC1577
CMP-013662,VND-02899,GDPR,COMPLIANT,2024-03-03,2025-09-06,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-AU4119
CMP-013663,VND-04575,ISO 27001,EXPIRED,2024-05-22,2022-12-19,Brannon Miller,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-HK0783
CMP-013664,VND-02642,ISO 27001,COMPLIANT,2023-04-20,2024-11-30,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-UM6922
CMP-013665,VND-04107,CMMC,COMPLIANT,2023-07-29,2024-09-01,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-EQ9668
CMP-013666,VND-04205,ISO 27001,COMPLIANT,2019-05-22,2020-01-18,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-PW2936
CMP-013667,VND-01050,PCI-DSS,COMPLIANT,2021-10-30,2023-09-18,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-ID1786
CMP-013668,VND-04303,GDPR,EXPIRED,2022-03-26,2023-11-11,Webster Butler,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-IP8888
CMP-013669,VND-01800,ISO 27001,COMPLIANT,2024-03-15,2025-05-29,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-WJ3900
CMP-013670,VND-03782,ISO 9001,COMPLIANT,2020-10-01,2021-06-01,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-KS2389
CMP-013671,VND-01465,ISO 27001,COMPLIANT,2020-06-05,2021-09-12,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-MD1256
CMP-013672,VND-02888,HIPAA,COMPLIANT,2020-03-13,2021-04-20,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-BA4762
CMP-013673,VND-04897,SOC 2 Type II,COMPLIANT,2024-02-22,2025-01-08,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-VO1840
CMP-013674,VND-04002,GDPR,EXPIRED,2021-04-02,2023-04-12,Board of Directors,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-QM7087
CMP-013675,VND-03124,HIPAA,COMPLIANT,2023-06-10,2024-03-10,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-EF7116
CMP-013676,VND-04529,SOX,COMPLIANT,2024-01-26,2024-12-23,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-SP4135
CMP-013677,VND-02538,GDPR,COMPLIANT,2024-05-30,2026-01-18,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-HW2700
CMP-013678,VND-01198,GDPR,COMPLIANT,2020-10-24,2022-05-28,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-LS7803
CMP-013679,VND-04894,HIPAA,EXPIRED,2020-12-12,2021-05-01,Debra Houlihan,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-AL0971
CMP-013680,VND-03009,PCI-DSS,COMPLIANT,2024-03-09,2025-02-13,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-VT8347
CMP-013681,VND-02179,PCI-DSS,PENDING,2020-11-23,2022-03-02,Kissy Sullivan,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-NF8002
CMP-013682,VND-01652,CMMC,COMPLIANT,2024-03-26,2025-11-29,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-AA4672
CMP-013683,VND-01522,ISO 9001,COMPLIANT,2021-11-01,2022-10-23,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-EY8860
CMP-013684,VND-01883,ISO 9001,COMPLIANT,2023-03-13,2024-08-01,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-NG0722
CMP-013685,VND-03730,ISO 27001,NON_COMPLIANT,2023-04-06,2024-01-24,Janet King,Critical control gap identified in access management procedures.,COMP-DOC-YN9708
CMP-013686,VND-01465,SOX,COMPLIANT,2020-06-27,2021-10-25,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-TG5209
CMP-013687,VND-02273,ISO 27001,PENDING,2022-08-25,2024-04-21,KPMG Assurance,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-DP1149
CMP-013688,VND-01882,PCI-DSS,COMPLIANT,2019-01-25,2019-12-02,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-XF0187
CMP-013689,VND-02421,PCI-DSS,COMPLIANT,2020-05-31,2021-05-17,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-OA0912
CMP-013690,VND-00859,HIPAA,NON_COMPLIANT,2021-06-07,2022-08-06,PwC Compliance Team,Vendor failed data encryption requirements under framework section 7.2.,COMP-DOC-HJ7618
CMP-013691,VND-01360,SOC 2 Type II,COMPLIANT,2020-09-03,2021-06-21,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-AS2831
CMP-013692,VND-00970,PCI-DSS,COMPLIANT,2020-09-26,2022-03-13,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-MV3193
CMP-013693,VND-01727,ISO 27001,COMPLIANT,2019-02-18,2020-07-01,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-UE8103
CMP-013694,VND-03491,GDPR,COMPLIANT,2020-09-17,2021-07-10,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-EV4123
CMP-013695,VND-01953,SOX,COMPLIANT,2022-06-21,2024-05-28,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-OO7707
CMP-013696,VND-01387,GDPR,EXPIRED,2020-05-04,2023-03-06,Webster Butler,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-JF0192
CMP-013697,VND-03021,ISO 9001,COMPLIANT,2019-07-31,2021-02-21,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-HU2913
CMP-013698,VND-02952,GDPR,COMPLIANT,2023-04-10,2023-11-02,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-MB0316
CMP-013699,VND-02219,SOC 2 Type II,COMPLIANT,2024-01-09,2025-12-02,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-GB9840
CMP-013700,VND-04138,GDPR,COMPLIANT,2021-11-02,2022-12-31,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-ZX3093
CMP-013701,VND-01608,NIST CSF,COMPLIANT,2019-04-13,2020-03-10,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-VB4588
CMP-013702,VND-03100,ISO 27001,COMPLIANT,2020-07-10,2021-09-12,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-CC9344
CMP-013703,VND-00151,ISO 9001,COMPLIANT,2021-07-24,2022-06-29,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-AQ8858
CMP-013704,VND-04176,ISO 27001,COMPLIANT,2022-10-05,2024-05-20,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-YH1893
CMP-013705,VND-00206,GDPR,COMPLIANT,2023-04-08,2024-09-29,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-FL9293
CMP-013706,VND-01139,HIPAA,PENDING,2020-05-10,2022-01-22,Board of Directors,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-CM8263
CMP-013707,VND-01256,SOC 2 Type II,COMPLIANT,2020-11-02,2021-11-20,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-RA5994
CMP-013708,VND-01606,SOX,PENDING,2024-05-04,2025-05-25,Alex Sweetwater,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-GZ1236
CMP-013709,VND-02990,PCI-DSS,COMPLIANT,2022-06-01,2023-10-09,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-OP6603
CMP-013710,VND-01375,ISO 27001,COMPLIANT,2021-08-23,2023-03-25,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-XS9790
